date,description,amount,type,category
9 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
10 May 2025,Savings Vault topup,5.0,expense,Savings
10 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
11 May 2025,Savings Vault topup,5.0,expense,Savings
11 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
12 May 2025,Savings Vault topup,5.0,expense,Savings
12 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
13 May 2025,Savings Vault topup,5.0,expense,Savings
13 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
14 May 2025,Savings Vault topup,5.0,expense,Savings
14 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
15 May 2025,Savings Vault topup,5.0,expense,Savings
15 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
16 May 2025,Savings Vault topup,5.0,expense,Savings
16 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
21 May 2025,Savings Vault topup,5.0,expense,Savings
21 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
22 May 2025,Savings Vault topup,5.0,expense,Savings
22 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
23 May 2025,Savings Vault topup,5.0,expense,Savings
23 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
24 May 2025,Savings Vault topup,5.0,expense,Savings
24 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
25 May 2025,Savings Vault topup,5.0,expense,Savings
25 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
26 May 2025,Savings Vault topup,5.0,expense,Savings
26 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
27 May 2025,Savings Vault topup,5.0,expense,Savings
27 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
29 May 2025,Savings Vault topup,5.0,expense,Savings
29 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
30 May 2025,Savings Vault topup,5.0,expense,Savings
30 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
31 May 2025,Savings Vault topup,5.0,expense,Savings
31 May 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
1 Jun 2025,Savings Vault topup,5.0,expense,Savings
1 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
2 Jun 2025,Savings Vault topup,5.0,expense,Savings
2 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
3 Jun 2025,Savings Vault topup,5.0,expense,Savings
3 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Jun 2025,Savings Vault topup,5.0,expense,Savings
4 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Jun 2025,Savings Vault topup,100.0,expense,Savings
4 Jun 2025,Saving vault topup prefunding wallet,100.0,expense,Savings
7 Jun 2025,To Holiday,5.0,expense,Transfer
7 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
8 Jun 2025,To Holiday,5.0,expense,Transfer
8 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
9 Jun 2025,To Holiday,5.0,expense,Transfer
9 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
10 Jun 2025,To Holiday,145.0,expense,Transfer
10 Jun 2025,Saving vault topup prefunding wallet,145.0,expense,Savings
10 Jun 2025,To Holiday,5.0,expense,Transfer
10 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
12 Jun 2025,To Holiday,5.0,expense,Transfer
12 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
13 Jun 2025,To Holiday,5.0,expense,Transfer
13 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
16 Jun 2025,To Holiday,5.0,expense,Transfer
16 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
17 Jun 2025,Savings vault withdrawal from prefunding wallet,10.0,income,Savings
17 Jun 2025,From Holiday,10.0,income,Transfer
17 Jun 2025,To Holiday,5.0,expense,Transfer
17 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
18 Jun 2025,To Holiday,5.0,expense,Transfer
18 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
19 Jun 2025,To Holiday,5.0,expense,Transfer
19 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
20 Jun 2025,To Holiday,5.0,expense,Transfer
20 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
21 Jun 2025,To Holiday,5.0,expense,Transfer
21 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
22 Jun 2025,To Holiday,5.0,expense,Transfer
22 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
22 Jun 2025,Savings vault withdrawal from prefunding wallet,90.0,income,Savings
22 Jun 2025,From Holiday,90.0,income,Transfer
22 Jun 2025,Savings vault withdrawal from prefunding wallet,10.0,income,Savings
22 Jun 2025,From Holiday,10.0,income,Transfer
22 Jun 2025,To Holiday,100.0,expense,Transfer
22 Jun 2025,Saving vault topup prefunding wallet,100.0,expense,Savings
23 Jun 2025,To Holiday,200.0,expense,Transfer
23 Jun 2025,Saving vault topup prefunding wallet,200.0,expense,Savings
23 Jun 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
23 Jun 2025,From Holiday,100.0,income,Transfer
23 Jun 2025,To Holiday,5.0,expense,Transfer
23 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
24 Jun 2025,Savings vault withdrawal from prefunding wallet,400.0,income,Savings
24 Jun 2025,From Holiday,400.0,income,Transfer
24 Jun 2025,To Holiday,5.0,expense,Transfer
24 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
25 Jun 2025,To Holiday,5.0,expense,Transfer
25 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
25 Jun 2025,To Holiday,230.0,expense,Transfer
25 Jun 2025,Saving vault topup prefunding wallet,230.0,expense,Savings
27 Jun 2025,To Holiday,5.0,expense,Transfer
27 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
28 Jun 2025,To Holiday,5.0,expense,Transfer
28 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
30 Jun 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
30 Jun 2025,From Holiday,100.0,income,Transfer
30 Jun 2025,To Holiday,5.0,expense,Transfer
30 Jun 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
1 Jul 2025,To Holiday,180.0,expense,Transfer
1 Jul 2025,Saving vault topup prefunding wallet,180.0,expense,Savings
1 Jul 2025,To Holiday,5.0,expense,Transfer
1 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
1 Jul 2025,Savings vault withdrawal from prefunding wallet,140.0,income,Savings
1 Jul 2025,From Holiday,140.0,income,Transfer
3 Jul 2025,To Holiday,5.0,expense,Transfer
3 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Jul 2025,To Holiday,5.0,expense,Transfer
4 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Jul 2025,To Holiday,50.0,expense,Transfer
4 Jul 2025,Saving vault topup prefunding wallet,50.0,expense,Savings
5 Jul 2025,To Holiday,5.0,expense,Transfer
5 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
7 Jul 2025,To Holiday,5.0,expense,Transfer
7 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
8 Jul 2025,Savings vault withdrawal from prefunding wallet,50.0,income,Savings
8 Jul 2025,From Holiday,50.0,income,Transfer
8 Jul 2025,To Holiday,5.0,expense,Transfer
8 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
8 Jul 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
8 Jul 2025,From Holiday,100.0,income,Transfer
8 Jul 2025,Savings vault withdrawal from prefunding wallet,150.0,income,Savings
8 Jul 2025,From Holiday,150.0,income,Transfer
9 Jul 2025,Savings vault withdrawal from prefunding wallet,200.0,income,Savings
9 Jul 2025,From Holiday,200.0,income,Transfer
9 Jul 2025,To Holiday,5.0,expense,Transfer
9 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
10 Jul 2025,To Holiday,34.0,expense,Transfer
10 Jul 2025,Saving vault topup prefunding wallet,34.0,expense,Savings
10 Jul 2025,To Holiday,45.0,expense,Transfer
10 Jul 2025,Saving vault topup prefunding wallet,45.0,expense,Savings
11 Jul 2025,Savings vault withdrawal from prefunding wallet,30.0,income,Savings
11 Jul 2025,From Holiday,30.0,income,Transfer
11 Jul 2025,Savings vault withdrawal from prefunding wallet,15.0,income,Savings
11 Jul 2025,From Holiday,15.0,income,Transfer
11 Jul 2025,To Holiday,5.0,expense,Transfer
11 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
12 Jul 2025,To Holiday,55.0,expense,Transfer
12 Jul 2025,Saving vault topup prefunding wallet,55.0,expense,Savings
13 Jul 2025,Savings vault withdrawal from prefunding wallet,20.0,income,Savings
13 Jul 2025,From Holiday,20.0,income,Transfer
14 Jul 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
14 Jul 2025,From Holiday,100.0,income,Transfer
15 Jul 2025,To Holiday,5.0,expense,Transfer
15 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
16 Jul 2025,To Holiday,5.0,expense,Transfer
16 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
17 Jul 2025,To Holiday,240.0,expense,Transfer
17 Jul 2025,Saving vault topup prefunding wallet,240.0,expense,Savings
17 Jul 2025,To Holiday,5.0,expense,Transfer
17 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
18 Jul 2025,To Holiday,5.0,expense,Transfer
18 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
19 Jul 2025,To Holiday,5.0,expense,Transfer
19 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
19 Jul 2025,To Holiday,40.0,expense,Transfer
19 Jul 2025,Saving vault topup prefunding wallet,40.0,expense,Savings
20 Jul 2025,To Holiday,5.0,expense,Transfer
20 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
20 Jul 2025,Savings vault withdrawal from prefunding wallet,11.0,income,Savings
20 Jul 2025,From Holiday,11.0,income,Transfer
21 Jul 2025,To Holiday,5.0,expense,Transfer
21 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
21 Jul 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
21 Jul 2025,From Holiday,100.0,income,Transfer
21 Jul 2025,To Holiday,445.0,expense,Transfer
21 Jul 2025,Saving vault topup prefunding wallet,445.0,expense,Savings
22 Jul 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
22 Jul 2025,From Holiday,100.0,income,Transfer
22 Jul 2025,Savings vault withdrawal from prefunding wallet,1050.0,income,Savings
22 Jul 2025,From Holiday,1050.0,income,Transfer
22 Jul 2025,To Holiday,5.0,expense,Transfer
22 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
23 Jul 2025,Savings vault withdrawal from prefunding wallet,5.0,income,Savings
23 Jul 2025,From Holiday,5.0,income,Transfer
23 Jul 2025,To Holiday,5.0,expense,Transfer
23 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
24 Jul 2025,To Holiday,5.0,expense,Transfer
24 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
24 Jul 2025,To Holiday,50.0,expense,Transfer
24 Jul 2025,Saving vault topup prefunding wallet,50.0,expense,Savings
25 Jul 2025,To Holiday,50.0,expense,Transfer
25 Jul 2025,Saving vault topup prefunding wallet,50.0,expense,Savings
25 Jul 2025,To Holiday,5.0,expense,Transfer
25 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
25 Jul 2025,Savings vault withdrawal from prefunding wallet,30.0,income,Savings
25 Jul 2025,From Holiday,30.0,income,Transfer
29 Jul 2025,To Holiday,5.0,expense,Transfer
29 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
30 Jul 2025,To Holiday,5.0,expense,Transfer
30 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
31 Jul 2025,Savings vault withdrawal from prefunding wallet,90.0,income,Savings
31 Jul 2025,From Holiday,90.0,income,Transfer
31 Jul 2025,To Holiday,5.0,expense,Transfer
31 Jul 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
1 Aug 2025,To Holiday,5.0,expense,Transfer
1 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
2 Aug 2025,To Holiday,5.0,expense,Transfer
2 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
2 Aug 2025,To Holiday,100.0,expense,Transfer
2 Aug 2025,Saving vault topup prefunding wallet,100.0,expense,Savings
3 Aug 2025,To Holiday,5.0,expense,Transfer
3 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Aug 2025,To Holiday,5.0,expense,Transfer
4 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
4 Aug 2025,To Holiday,30.0,expense,Transfer
4 Aug 2025,Saving vault topup prefunding wallet,30.0,expense,Savings
5 Aug 2025,To Holiday,5.0,expense,Transfer
5 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
5 Aug 2025,Savings vault withdrawal from prefunding wallet,100.0,income,Savings
5 Aug 2025,From Holiday,100.0,income,Transfer
5 Aug 2025,Savings vault withdrawal from prefunding wallet,60.0,income,Savings
5 Aug 2025,From Holiday,60.0,income,Transfer
6 Aug 2025,To Holiday,5.0,expense,Transfer
6 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
7 Aug 2025,To Holiday,5.0,expense,Transfer
7 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
7 Aug 2025,Savings vault withdrawal from prefunding wallet,15.0,income,Savings
7 Aug 2025,From Holiday,15.0,income,Transfer
8 Aug 2025,To Holiday,5.0,expense,Transfer
8 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
9 Aug 2025,To Holiday,40.0,expense,Transfer
9 Aug 2025,Saving vault topup prefunding wallet,40.0,expense,Savings
9 Aug 2025,To Holiday,5.0,expense,Transfer
9 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
9 Aug 2025,Savings vault withdrawal from prefunding wallet,5.0,income,Savings
9 Aug 2025,From Holiday,5.0,income,Transfer
10 Aug 2025,To Holiday,5.0,expense,Transfer
10 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
10 Aug 2025,To Holiday,20.0,expense,Transfer
10 Aug 2025,Saving vault topup prefunding wallet,20.0,expense,Savings
11 Aug 2025,Savings vault withdrawal from prefunding wallet,50.0,income,Savings
11 Aug 2025,From Holiday,50.0,income,Transfer
11 Aug 2025,To Holiday,5.0,expense,Transfer
11 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
11 Aug 2025,Savings vault withdrawal from prefunding wallet,5.0,income,Savings
11 Aug 2025,From Holiday,5.0,income,Transfer
12 Aug 2025,To Holiday,5.0,expense,Transfer
12 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
12 Aug 2025,Savings vault withdrawal from prefunding wallet,5.0,income,Savings
12 Aug 2025,From Holiday,5.0,income,Transfer
13 Aug 2025,To Holiday,5.0,expense,Transfer
13 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
13 Aug 2025,To Holiday,100.0,expense,Transfer
13 Aug 2025,Saving vault topup prefunding wallet,100.0,expense,Savings
14 Aug 2025,To Holiday,5.0,expense,Transfer
14 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
14 Aug 2025,Savings vault withdrawal from prefunding wallet,10.0,income,Savings
14 Aug 2025,From Holiday,10.0,income,Transfer
14 Aug 2025,Savings vault withdrawal from prefunding wallet,20.0,income,Savings
14 Aug 2025,From Holiday,20.0,income,Transfer
15 Aug 2025,To Holiday,5.0,expense,Transfer
15 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
16 Aug 2025,To Holiday,5.0,expense,Transfer
16 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
17 Aug 2025,To Holiday,5.0,expense,Transfer
17 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
18 Aug 2025,To Holiday,5.0,expense,Transfer
18 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
19 Aug 2025,To Holiday,5.0,expense,Transfer
19 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
19 Aug 2025,To Holiday,100.0,expense,Transfer
19 Aug 2025,Saving vault topup prefunding wallet,100.0,expense,Savings
20 Aug 2025,To Holiday,5.0,expense,Transfer
20 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
21 Aug 2025,To Holiday,5.0,expense,Transfer
21 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
22 Aug 2025,To Holiday,5.0,expense,Transfer
22 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
23 Aug 2025,To Holiday,5.0,expense,Transfer
23 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
24 Aug 2025,Savings vault withdrawal from prefunding wallet,245.0,income,Savings
24 Aug 2025,From Holiday,245.0,income,Transfer
24 Aug 2025,To Holiday,5.0,expense,Transfer
24 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
25 Aug 2025,To Holiday,5.0,expense,Transfer
25 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
26 Aug 2025,To Holiday,5.0,expense,Transfer
26 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
27 Aug 2025,To Holiday,5.0,expense,Transfer
27 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
28 Aug 2025,To Holiday,5.0,expense,Transfer
28 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
29 Aug 2025,To Holiday,5.0,expense,Transfer
29 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
30 Aug 2025,To Holiday,5.0,expense,Transfer
30 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
31 Aug 2025,To Holiday,5.0,expense,Transfer
31 Aug 2025,Saving vault topup prefunding wallet,5.0,expense,Savings
1 Sept 2025,To Holiday,5.0,expense,Transfer
